Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45.0,No,Travel_Rarely,Research & Development,1,4,Medical,1,996,4,Female,3,1,Laboratory Technician,4.0,Divorced,2270.0,3.0,Y,No,14,3,4,80,2,10.0,2,3,5,3,0,2
50.0,No,Travel_Rarely,Research & Development,1,2,Medical,1,997,4,Male,3,4,Research Director,4.0,Divorced,17399.0,9.0,Y,No,22,4,3,80,1,32.0,1,2,5,4,1,3
33.0,No,Travel_Frequently,Research & Development,1,4,Other,1,998,3,Female,4,2,Healthcare Representative,2.0,Married,5488.0,1.0,Y,Yes,13,3,1,80,1,6.0,2,3,6,5,1,2
41.0,No,Travel_Frequently,Research & Development,9,3,Medical,1,999,1,Male,3,5,Research Director,3.0,Divorced,19419.0,2.0,Y,No,17,3,2,80,1,21.0,2,4,18,16,0,11
27.0,No,Travel_Rarely,Research & Development,16,4,Technical Degree,1,1001,3,Female,3,1,Laboratory Technician,,Married,2811.0,9.0,Y,No,14,3,2,80,1,4.0,2,3,2,2,2,2
45.0,No,Non-Travel,Research & Development,23,2,Life Sciences,1,1002,4,Male,3,2,Laboratory Technician,1.0,Married,4936.0,1.0,Y,Yes,15,3,3,80,1,10.0,2,3,9,8,0,8
47.0,No,Travel_Rarely,Sales,4,2,Life Sciences,1,1003,4,Female,3,2,Sales Executive,4.0,Single,4163.0,1.0,Y,Yes,17,3,3,80,0,9.0,0,3,9,0,0,7
30.0,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1,1004,1,Female,3,1,Research Scientist,3.0,Married,2132.0,4.0,Y,Yes,11,3,2,80,0,7.0,2,3,5,2,0,1
50.0,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1005,4,Male,3,4,Manufacturing Director,3.0,Married,13973.0,3.0,Y,Yes,18,3,4,80,1,22.0,2,3,12,11,1,5
,No,Travel_Frequently,Research & Development,10,1,Medical,1,1006,3,Male,3,1,Research Scientist,3.0,Married,2684.0,0.0,Y,No,17,3,2,80,1,3.0,0,2,2,1,0,2
46.0,No,Travel_Rarely,Research & Development,7,2,Medical,1,1007,4,Male,3,3,Manufacturing Director,3.0,Divorced,10845.0,6.0,Y,No,13,3,2,80,1,10.0,3,3,8,7,0,7
,No,Travel_Rarely,Research & Development,17,1,Medical,1,1009,4,Female,2,2,Manufacturing Director,3.0,Divorced,4377.0,1.0,Y,No,15,3,2,80,2,5.0,6,3,4,2,3,2
35.0,Yes,Travel_Rarely,Research & Development,14,4,Other,1,1010,3,Male,2,1,Laboratory Technician,2.0,Divorced,3743.0,1.0,Y,Yes,24,4,4,80,1,5.0,2,1,4,2,0,2
31.0,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,1011,3,Female,3,2,Manufacturing Director,1.0,Married,4148.0,1.0,Y,No,12,3,3,80,1,4.0,1,3,4,3,0,3
18.0,No,Non-Travel,Research & Development,5,2,Life Sciences,1,1012,2,Male,3,1,Research Scientist,4.0,Single,1051.0,1.0,Y,No,15,3,4,80,0,0.0,2,3,0,0,0,0
54.0,No,Travel_Rarely,Research & Development,17,3,Technical Degree,1,1013,3,Female,3,3,Manufacturing Director,3.0,Married,10739.0,8.0,Y,No,11,3,3,80,1,22.0,2,3,10,7,0,8
35.0,No,Travel_Rarely,Research & Development,25,4,Medical,1,1014,3,Female,3,3,Healthcare Representative,3.0,Divorced,10388.0,1.0,Y,Yes,11,3,3,80,1,16.0,3,2,16,10,10,1
30.0,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1015,2,Female,4,3,Sales Executive,1.0,Married,11416.0,,Y,Yes,12,3,3,80,3,9.0,4,2,8,7,1,7
20.0,Yes,Travel_Rarely,Research & Development,11,3,Medical,1,1016,4,Female,2,1,Research Scientist,1.0,Single,2600.0,1.0,Y,Yes,15,3,1,80,0,1.0,2,3,1,0,0,0
30.0,Yes,Travel_Frequently,Research & Development,5,3,Medical,1,1017,2,Female,3,1,Laboratory Technician,2.0,Single,2422.0,0.0,Y,No,17,3,1,80,0,4.0,3,3,3,2,1,2
36.0,No,Travel_Rarely,Research & Development,2,2,Medical,1,1018,4,Male,4,2,Manufacturing Director,4.0,Married,5472.0,1.0,Y,No,12,3,2,80,0,8.0,2,3,8,7,1,3
22.0,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,1019,2,Male,1,1,Laboratory Technician,3.0,Married,2451.0,1.0,Y,No,15,3,1,80,1,4.0,3,2,4,3,1,1
48.0,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1022,1,Male,2,2,Healthcare Representative,3.0,Single,4240.0,2.0,Y,No,13,3,4,80,0,19.0,0,3,2,2,2,2
36.0,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1024,3,Male,2,3,Healthcare Representative,3.0,Single,10999.0,7.0,Y,No,14,3,2,80,0,27.0,3,3,15,11,4,8
,No,Travel_Rarely,Research & Development,7,2,Medical,1,1025,4,Female,3,2,Manufacturing Director,3.0,Single,5003.0,6.0,Y,No,14,3,2,80,0,8.0,6,3,2,2,2,1
39.0,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,1026,4,Female,2,4,Manufacturing Director,4.0,Married,12742.0,1.0,Y,No,16,3,3,80,1,21.0,3,3,21,6,11,8
27.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1027,1,Female,3,2,Sales Executive,4.0,Married,4227.0,,Y,No,18,3,2,80,1,4.0,2,3,3,2,2,2
35.0,No,Travel_Rarely,Research & Development,10,3,Other,1,1028,2,Male,3,1,Sales Executive,4.0,Divorced,3917.0,,Y,No,20,4,1,80,1,3.0,4,2,3,2,1,2
42.0,No,Travel_Rarely,Sales,5,2,Marketing,1,1029,4,Male,3,5,Manager,3.0,Married,18303.0,6.0,Y,No,13,3,2,80,0,21.0,3,4,1,0,0,0
50.0,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1030,1,Male,3,1,Sales Executive,4.0,Married,2380.0,,Y,No,18,3,2,80,0,8.0,5,3,1,0,0,0
59.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1032,3,Female,2,4,Sales Executive,4.0,Single,13726.0,,Y,Yes,13,3,1,80,0,30.0,4,3,5,3,4,3
36.0,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,1033,1,Female,1,2,Healthcare Representative,2.0,Married,4777.0,5.0,Y,No,15,3,1,80,0,15.0,2,1,1,0,0,0
55.0,No,Travel_Frequently,Research & Development,18,4,Medical,1,1034,3,Male,3,2,Healthcare Representative,2.0,Married,6385.0,3.0,Y,Yes,14,3,4,80,2,17.0,3,3,8,7,6,7
41.0,No,Non-Travel,Research & Development,7,1,Life Sciences,1,1035,2,Female,1,5,Research Director,3.0,Divorced,19973.0,1.0,Y,No,22,4,2,80,2,21.0,3,3,21,16,5,10
38.0,No,Travel_Rarely,Sales,3,4,Life Sciences,1,1036,2,Male,3,2,Sales Executive,4.0,Single,6861.0,8.0,Y,Yes,12,3,3,80,0,19.0,1,3,1,0,0,0
26.0,Yes,Non-Travel,Sales,29,2,Medical,1,1037,2,Male,1,2,Sales Executive,1.0,Single,4969.0,8.0,Y,No,18,3,4,80,0,7.0,6,3,2,2,2,2
52.0,Yes,Travel_Rarely,Sales,2,1,Marketing,1,1038,1,Female,1,5,Manager,4.0,Married,19845.0,1.0,Y,No,15,3,4,80,1,33.0,3,3,32,14,6,9
44.0,No,Travel_Rarely,Sales,28,3,Medical,1,1039,4,Female,4,4,Sales Executive,4.0,Married,13320.0,3.0,Y,Yes,18,3,3,80,1,23.0,2,3,12,11,11,11
50.0,No,Non-Travel,Sales,1,3,Life Sciences,1,1040,4,Female,3,2,Sales Executive,3.0,Married,6347.0,0.0,Y,No,12,3,1,80,1,19.0,3,3,18,7,0,13
,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,1,1042,3,Female,4,1,Laboratory Technician,1.0,Single,2743.0,1.0,Y,No,16,3,3,80,0,18.0,1,3,17,13,15,14
39.0,No,Travel_Rarely,Research & Development,22,3,Medical,1,1043,4,Female,3,3,Manufacturing Director,3.0,Single,10880.0,1.0,Y,Yes,13,3,3,80,0,21.0,2,3,21,6,2,8
33.0,No,Non-Travel,Sales,8,1,Life Sciences,1,1044,2,Female,2,1,Sales Representative,4.0,Single,2342.0,0.0,Y,No,19,3,4,80,0,3.0,2,2,2,2,2,2
,No,Travel_Rarely,Sales,11,2,Life Sciences,1,1045,4,Female,3,4,Manager,4.0,Married,17650.0,3.0,Y,No,13,3,2,80,1,26.0,4,4,9,3,1,1
32.0,No,Travel_Rarely,Research & Development,29,4,Medical,1,1046,4,Female,3,1,Laboratory Technician,,Single,4025.0,9.0,Y,No,12,3,2,80,0,10.0,2,3,8,7,7,7
34.0,No,Travel_Rarely,Research & Development,1,4,Marketing,1,1047,2,Male,4,2,Sales Executive,4.0,Divorced,4936.0,0.0,Y,No,11,3,4,80,1,16.0,2,2,15,1,0,9
59.0,No,Travel_Rarely,Sales,1,2,Technical Degree,1,1048,2,Male,3,3,Manager,4.0,Married,11904.0,3.0,Y,Yes,14,3,3,80,1,14.0,1,1,6,4,0,4
45.0,No,Travel_Rarely,Human Resources,24,4,Medical,1,1049,2,Male,3,1,Human Resources,2.0,Single,2177.0,1.0,Y,No,16,3,1,80,0,6.0,3,3,6,3,0,4
53.0,No,Travel_Frequently,Sales,2,3,Marketing,1,1050,3,Female,2,3,Sales Executive,2.0,Married,7525.0,2.0,Y,No,12,3,1,80,1,10.0,2,3,15,7,6,12
36.0,Yes,Travel_Rarely,Research & Development,15,3,Other,1,1052,1,Male,3,2,Laboratory Technician,3.0,Divorced,4834.0,7.0,Y,No,14,3,2,80,1,9.0,3,2,1,0,0,0
26.0,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1053,1,Male,3,1,Research Scientist,1.0,Married,2042.0,6.0,Y,Yes,14,3,2,80,1,6.0,2,3,3,2,1,2
34.0,No,Travel_Rarely,Sales,10,4,Life Sciences,1,1055,3,Female,3,1,Sales Representative,3.0,Married,2220.0,1.0,Y,Yes,19,3,4,80,1,1.0,2,3,1,1,0,0
28.0,No,Travel_Rarely,Sales,10,1,Medical,1,1056,4,Male,3,1,Sales Representative,2.0,Married,1052.0,1.0,Y,No,22,4,2,80,0,1.0,5,3,1,0,0,0
36.0,No,Travel_Frequently,Research & Development,3,4,Other,1,1060,3,Male,3,1,Research Scientist,3.0,Married,2821.0,3.0,Y,No,16,3,1,80,1,8.0,2,3,2,2,2,2
50.0,No,Travel_Rarely,Research & Development,2,4,Medical,1,1061,2,Male,3,5,Research Director,3.0,Married,4936.0,2.0,Y,Yes,11,3,4,80,1,29.0,2,2,8,1,7,7
,No,Travel_Rarely,Research & Development,3,3,Other,1,1062,4,Female,3,2,Healthcare Representative,2.0,Single,4107.0,3.0,Y,No,15,3,1,80,0,8.0,3,2,4,3,0,1
40.0,No,Travel_Rarely,Sales,26,3,Marketing,1,1066,3,Male,3,2,Sales Executive,1.0,Married,8396.0,1.0,Y,No,14,3,2,80,1,10.0,3,2,7,7,7,5
26.0,No,Travel_Frequently,Research & Development,1,1,Medical,1,1068,1,Female,2,1,Research Scientist,3.0,Divorced,2007.0,1.0,Y,No,13,3,3,80,2,5.0,5,3,5,3,1,3
,No,Travel_Rarely,Research & Development,1,4,Medical,1,1069,4,Male,3,5,Research Director,4.0,Divorced,19627.0,9.0,Y,No,17,3,4,80,2,23.0,0,3,2,2,2,2
54.0,No,Travel_Rarely,Sales,2,4,Life Sciences,1,1070,3,Female,2,3,Sales Executive,3.0,Married,10686.0,,Y,No,11,3,2,80,1,13.0,4,3,9,4,7,0
56.0,No,Travel_Frequently,Research & Development,9,3,Medical,1,1071,1,Female,3,1,Research Scientist,3.0,Married,2942.0,2.0,Y,No,19,3,2,80,1,10.0,4,3,5,4,0,3
36.0,No,Travel_Rarely,Research & Development,12,5,Medical,1,1073,4,Female,2,3,Manufacturing Director,4.0,Single,8858.0,0.0,Y,No,11,3,2,80,0,15.0,2,2,14,8,7,8
55.0,No,Non-Travel,Research & Development,2,1,Medical,1,1074,3,Male,2,4,Manager,1.0,Single,16756.0,7.0,Y,No,15,3,2,80,0,31.0,3,4,9,7,6,2
43.0,No,Travel_Rarely,Sales,25,3,Medical,1,1076,3,Male,2,3,Sales Executive,4.0,Divorced,10798.0,5.0,Y,No,13,3,3,80,1,18.0,5,3,1,0,0,0
20.0,Yes,Travel_Frequently,Sales,9,3,Marketing,1,1077,4,Female,3,1,Sales Representative,4.0,Single,2323.0,1.0,Y,Yes,14,3,2,80,0,10.0,3,3,2,2,0,2
36.0,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1079,3,Female,2,1,Laboratory Technician,,Single,1416.0,1.0,Y,No,13,3,1,80,0,1.0,6,2,1,0,1,0
,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1080,4,Female,2,2,Sales Executive,1.0,Divorced,4615.0,,Y,Yes,23,4,1,80,3,10.0,2,3,16,13,1,7
51.0,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1081,1,Male,3,1,Research Scientist,3.0,Married,2461.0,9.0,Y,Yes,12,3,3,80,3,18.0,2,4,10,0,2,7
28.0,Yes,Non-Travel,Research & Development,24,2,Technical Degree,1,1082,2,Male,2,3,Healthcare Representative,1.0,Single,8722.0,1.0,Y,No,12,3,1,80,0,10.0,2,2,10,7,1,9
26.0,No,Travel_Rarely,Research & Development,1,2,Medical,1,1083,1,Male,2,1,Laboratory Technician,1.0,Married,4936.0,1.0,Y,No,16,3,1,80,2,6.0,2,3,5,3,1,3
36.0,No,Travel_Rarely,Research & Development,20,3,Other,1,1084,3,Male,3,2,Manufacturing Director,1.0,Married,9957.0,0.0,Y,No,15,3,3,80,1,7.0,1,2,6,2,0,2
41.0,No,Travel_Rarely,Research & Development,7,2,Technical Degree,1,1085,2,Female,4,1,Research Scientist,3.0,Married,3376.0,1.0,Y,No,13,3,3,80,0,10.0,3,3,10,6,0,8
38.0,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,1088,3,Female,2,3,Healthcare Representative,3.0,Married,8823.0,0.0,Y,No,18,3,1,80,1,20.0,4,2,19,9,1,9
40.0,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,1092,1,Male,3,3,Sales Executive,4.0,Married,10322.0,,Y,No,20,4,4,80,1,14.0,6,3,11,10,11,1
27.0,No,Non-Travel,Research & Development,8,5,Life Sciences,1,1094,1,Male,1,1,Laboratory Technician,3.0,Married,4621.0,1.0,Y,No,19,3,4,80,3,10.0,4,3,3,2,1,2
55.0,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1096,4,Male,3,3,Manufacturing Director,2.0,Married,10976.0,3.0,Y,No,18,3,2,80,1,23.0,4,3,3,2,1,2
28.0,No,Travel_Rarely,Research & Development,10,3,Other,1,1097,3,Female,3,2,Research Scientist,3.0,Single,3660.0,3.0,Y,No,13,3,4,80,0,10.0,4,4,8,7,1,7
44.0,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,1098,2,Male,2,3,Human Resources,3.0,Married,10482.0,9.0,Y,No,14,3,4,80,1,24.0,1,3,20,6,3,6
33.0,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1099,4,Male,2,3,Healthcare Representative,,Divorced,7119.0,4.0,Y,No,15,3,3,80,1,9.0,2,3,3,2,1,2
35.0,Yes,Travel_Rarely,Sales,4,3,Technical Degree,1,1100,4,Male,3,3,Sales Executive,1.0,Single,9582.0,0.0,Y,Yes,22,4,1,80,0,10.0,2,3,8,7,4,7
33.0,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,1101,1,Female,2,2,Research Scientist,3.0,Single,4508.0,1.0,Y,No,22,4,2,80,0,14.0,4,3,13,7,3,8
28.0,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1102,1,Male,3,1,Laboratory Technician,3.0,Divorced,2207.0,1.0,Y,No,16,3,4,80,1,4.0,5,2,4,2,2,2
34.0,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,1103,1,Male,3,2,Healthcare Representative,4.0,Single,7756.0,0.0,Y,No,17,3,3,80,0,7.0,1,2,6,2,0,4
37.0,No,Travel_Rarely,Sales,10,4,Life Sciences,1,1105,4,Female,2,2,Sales Executive,4.0,Divorced,6694.0,2.0,Y,Yes,14,3,3,80,3,8.0,5,3,1,0,0,0
25.0,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,1,1106,4,Male,3,1,Sales Executive,4.0,Married,3691.0,,Y,Yes,15,3,2,80,1,7.0,3,4,7,7,5,6
26.0,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,1107,1,Male,3,1,Laboratory Technician,3.0,Divorced,2377.0,1.0,Y,No,20,4,3,80,1,1.0,0,2,1,1,0,0
33.0,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,1108,1,Male,2,1,Research Scientist,2.0,Single,2313.0,4.0,Y,Yes,20,4,2,80,0,5.0,0,3,2,2,2,2
42.0,No,Travel_Rarely,Research & Development,2,2,Medical,1,1109,4,Male,3,4,Manager,,Married,17665.0,0.0,Y,No,17,3,4,80,1,23.0,3,3,22,6,13,7
28.0,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,1111,1,Male,2,1,Sales Executive,2.0,Divorced,2596.0,,Y,No,15,3,1,80,2,1.0,2,3,1,0,0,0
50.0,Yes,Travel_Frequently,Sales,1,4,Other,1,1113,4,Male,3,2,Sales Executive,3.0,Single,4728.0,3.0,Y,Yes,14,3,4,80,0,5.0,4,3,0,0,0,0
33.0,No,Travel_Frequently,Sales,7,3,Life Sciences,1,1114,4,Female,3,2,Sales Executive,2.0,Married,4302.0,0.0,Y,No,17,3,3,80,1,4.0,3,3,3,2,0,2
34.0,No,Non-Travel,Research & Development,3,4,Life Sciences,1,1115,3,Male,2,1,Research Scientist,4.0,Married,2979.0,3.0,Y,No,17,3,4,80,3,6.0,2,3,0,0,0,0
48.0,No,Non-Travel,Research & Development,1,4,Medical,1,1116,1,Male,4,4,Manager,4.0,Single,16885.0,2.0,Y,No,22,4,3,80,0,10.0,3,2,5,4,2,1
45.0,No,Non-Travel,Sales,9,4,Life Sciences,1,1117,2,Female,2,2,Sales Executive,3.0,Married,5593.0,,Y,No,13,3,4,80,1,15.0,2,3,15,10,4,12
52.0,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1118,2,Male,3,3,Healthcare Representative,2.0,Single,10445.0,7.0,Y,No,19,3,4,80,0,18.0,4,3,8,6,4,0
,No,Travel_Rarely,Sales,10,4,Marketing,1,1119,3,Male,2,3,Sales Executive,3.0,Divorced,8740.0,0.0,Y,Yes,14,3,2,80,2,9.0,2,3,8,7,2,7
29.0,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,1120,3,Female,3,1,Research Scientist,4.0,Divorced,2514.0,4.0,Y,No,22,4,1,80,1,11.0,1,3,7,5,1,7
36.0,No,Travel_Rarely,Research & Development,3,3,Medical,1,1121,4,Female,3,3,Manufacturing Director,2.0,Divorced,7655.0,0.0,Y,No,17,3,2,80,3,10.0,3,2,9,7,1,7
,No,Travel_Rarely,Sales,3,1,Marketing,1,1124,1,Male,3,4,Sales Executive,3.0,Married,17465.0,,Y,No,12,3,4,80,1,23.0,3,3,12,9,4,9
38.0,No,Travel_Rarely,Research & Development,2,2,Marketing,1,1125,4,Male,3,3,Sales Executive,2.0,Single,,,Y,No,16,3,3,80,0,10.0,2,3,1,0,0,0
43.0,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,1126,3,Female,3,3,Manufacturing Director,1.0,Married,10820.0,8.0,Y,No,11,3,3,80,1,18.0,1,3,8,7,0,1
39.0,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1127,1,Male,3,4,Healthcare Representative,4.0,Divorced,12169.0,7.0,Y,No,11,3,4,80,3,21.0,4,3,18,7,11,5
40.0,No,Travel_Rarely,Research & Development,14,3,Medical,1,1128,3,Male,2,5,Sales Executive,3.0,Single,19626.0,,Y,No,14,3,1,80,0,21.0,2,4,20,7,4,9
21.0,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,1131,4,Female,2,1,Research Scientist,2.0,Single,2070.0,1.0,Y,Yes,11,3,3,80,0,2.0,6,4,2,2,2,2
39.0,No,Non-Travel,Research & Development,9,3,Life Sciences,1,1132,3,Male,3,2,Laboratory Technician,2.0,Single,6782.0,9.0,Y,No,15,3,3,80,0,9.0,2,2,5,4,0,3
36.0,No,Non-Travel,Research & Development,18,4,Life Sciences,1,1133,1,Male,3,2,Manufacturing Director,4.0,Single,7779.0,2.0,Y,No,20,4,1,80,0,18.0,0,3,11,9,0,9
,No,Travel_Frequently,Research & Development,20,3,Life Sciences,1,1135,3,Male,4,1,Sales Representative,4.0,Married,,0.0,Y,No,12,3,1,80,1,3.0,4,3,2,2,2,2
28.0,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1136,1,Male,2,1,Sales Executive,2.0,Married,3201.0,,Y,No,17,3,1,80,0,6.0,2,1,5,3,0,4
35.0,No,Travel_Frequently,Sales,11,2,Marketing,1,1137,4,Male,3,2,Sales Executive,4.0,Divorced,4968.0,1.0,Y,No,11,3,4,80,1,10.0,3,3,5,2,0,2
49.0,No,Travel_Rarely,Sales,8,4,Technical Degree,1,1138,4,Male,2,4,Sales Executive,2.0,Married,13120.0,6.0,Y,No,17,3,2,80,1,22.0,3,3,9,8,2,3
34.0,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,1140,4,Male,3,2,Manufacturing Director,3.0,Single,4033.0,2.0,Y,No,11,3,4,80,0,5.0,3,2,3,2,0,2
29.0,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1143,4,Female,3,1,Research Scientist,3.0,Divorced,3291.0,0.0,Y,No,14,3,4,80,2,8.0,2,2,7,5,1,1
42.0,No,Travel_Rarely,Research & Development,29,3,Medical,1,1148,2,Male,1,2,Laboratory Technician,4.0,Single,4272.0,4.0,Y,No,19,3,1,80,0,16.0,3,3,1,0,0,0
29.0,No,Travel_Rarely,Research & Development,8,1,Medical,1,1150,2,Male,2,2,Manufacturing Director,4.0,Married,5056.0,1.0,Y,Yes,15,3,3,80,1,10.0,2,2,10,7,1,2
38.0,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,1152,3,Male,4,1,Human Resources,,Married,2844.0,1.0,Y,No,13,3,4,80,1,7.0,2,4,7,6,5,0
28.0,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1,1154,3,Male,2,1,Research Scientist,3.0,Divorced,2703.0,1.0,Y,Yes,14,3,4,80,1,3.0,2,3,3,1,0,2
18.0,Yes,Non-Travel,Research & Development,8,1,Medical,1,1156,3,Male,3,1,Laboratory Technician,3.0,Single,1904.0,1.0,Y,No,12,3,4,80,0,0.0,0,3,0,0,0,0
33.0,Yes,Travel_Rarely,Sales,9,4,Marketing,1,1157,1,Female,3,2,Sales Executive,1.0,Single,8224.0,0.0,Y,Yes,17,3,1,80,0,6.0,3,3,5,2,0,3
41.0,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,1158,2,Male,3,1,Laboratory Technician,4.0,Married,4936.0,3.0,Y,Yes,11,3,1,80,1,6.0,4,3,1,0,0,0
31.0,Yes,Travel_Frequently,Research & Development,15,3,Medical,1,1160,3,Male,3,1,Sales Executive,3.0,Married,2610.0,,Y,No,12,3,3,80,1,2.0,5,2,2,2,2,2
37.0,No,Travel_Rarely,Research & Development,25,2,Medical,1,1161,3,Female,2,2,Healthcare Representative,4.0,Divorced,,7.0,Y,No,13,3,3,80,2,9.0,2,3,6,2,1,3
27.0,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1162,4,Male,2,1,Research Scientist,3.0,Married,4936.0,1.0,Y,No,13,3,3,80,1,4.0,0,3,4,2,2,2
34.0,No,Travel_Rarely,Sales,9,1,Life Sciences,1,1163,2,Female,3,2,Sales Executive,3.0,Married,5714.0,1.0,Y,No,20,4,1,80,0,6.0,3,2,6,5,1,3
35.0,No,Travel_Rarely,Human Resources,8,4,Technical Degree,1,1164,3,Male,3,1,Human Resources,3.0,Single,4323.0,1.0,Y,No,17,3,2,80,0,6.0,2,1,5,4,1,4
36.0,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1,1165,4,Female,2,3,Sales Executive,1.0,Married,7336.0,1.0,Y,No,13,3,1,80,1,11.0,3,1,11,8,3,10
40.0,No,Travel_Frequently,Research & Development,9,4,Medical,1,1166,2,Female,3,3,Research Director,3.0,Single,13499.0,9.0,Y,No,17,3,3,80,0,20.0,3,2,18,7,2,13
,Yes,Travel_Frequently,Sales,12,3,Life Sciences,1,1167,3,Male,3,4,Sales Executive,1.0,Single,13758.0,0.0,Y,Yes,12,3,2,80,0,22.0,2,2,21,9,13,14
42.0,No,Travel_Rarely,Sales,4,4,Marketing,1,1171,2,Male,3,2,Sales Executive,1.0,Single,5155.0,7.0,Y,No,13,3,4,80,0,9.0,3,4,6,4,1,5
35.0,No,Travel_Rarely,Research & Development,1,4,Medical,1,1172,4,Male,2,1,Laboratory Technician,3.0,Married,2258.0,6.0,Y,No,12,3,2,80,1,10.0,2,3,8,0,1,7
24.0,No,Travel_Rarely,Research & Development,24,3,Medical,1,1173,4,Male,3,1,Sales Executive,2.0,Single,3597.0,,Y,No,22,4,4,80,0,6.0,2,3,4,3,1,2
28.0,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,1,1175,3,Female,3,1,Laboratory Technician,4.0,Married,2515.0,1.0,Y,Yes,11,3,4,80,0,1.0,4,2,1,1,0,0
,No,Travel_Rarely,Research & Development,3,4,Medical,1,1177,1,Male,4,1,Laboratory Technician,4.0,Married,4420.0,1.0,Y,No,22,4,2,80,1,8.0,2,3,8,7,0,7
,No,Travel_Rarely,Sales,10,3,Marketing,1,1179,3,Male,2,2,Sales Executive,3.0,Married,6578.0,1.0,Y,No,18,3,1,80,1,10.0,3,3,10,3,1,4
40.0,No,Travel_Frequently,Research & Development,26,2,Medical,1,1180,3,Female,2,2,Research Scientist,4.0,Married,4422.0,3.0,Y,Yes,13,3,4,80,1,16.0,3,1,1,1,0,0
,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1182,3,Male,2,3,Manufacturing Director,2.0,Divorced,10274.0,2.0,Y,No,18,3,2,80,1,15.0,2,4,7,7,6,4
34.0,No,Travel_Frequently,Research & Development,1,3,Medical,1,1184,4,Male,2,2,Healthcare Representative,1.0,Single,5343.0,0.0,Y,No,20,4,3,80,0,14.0,3,3,13,9,4,9
35.0,No,Travel_Frequently,Research & Development,4,4,Other,1,1185,4,Male,2,1,Laboratory Technician,4.0,Married,2376.0,1.0,Y,No,13,3,2,80,1,2.0,2,4,2,2,2,2
43.0,Yes,Travel_Rarely,Sales,9,3,Marketing,1,1188,1,Female,1,2,Sales Executive,3.0,Single,5346.0,8.0,Y,No,13,3,2,80,0,7.0,2,2,4,3,1,3
32.0,No,Non-Travel,Sales,2,1,Life Sciences,1,1190,3,Female,3,1,Sales Representative,1.0,Divorced,2827.0,1.0,Y,No,12,3,3,80,3,10.0,3,3,1,0,0,0
56.0,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,1191,4,Female,3,5,Manager,1.0,Divorced,19943.0,4.0,Y,No,13,3,4,80,1,28.0,2,3,5,2,4,2
